0 0.308865520098932 -0.951105719935495 -0 -0 0.314 -0
0.01 0.308719191268641 -0.951153226847513 -0.00949835537827866 -0.0292641067459024 0.313846152564823 -0.0307669741529395
0.02 0.308280304364699 -0.951295566026042 -0.0189604099164644 -0.0585082914094665 0.313384761017465 -0.0615037991335122
0.03 0.307549158429315 -0.951532193438257 -0.0283499907002676 -0.0877125756830179 0.312616277484719 -0.0921803553131273
0.04 0.306526252800775 -0.951862204493862 -0.0376311803869526 -0.116856869496629 0.311541455018942 -0.122766582121796
0.05 0.305212288503311 -0.952284337236821 -0.046768444288727 -0.145920916852614 0.310161346860134 -0.153232507505082
0.06 0.303608170168976 -0.952796976803897 -0.0557267566069969 -0.174884243703593 0.308477305403838 -0.183548277294322
0.07 0.301715008467762 -0.953398161140086 -0.0644717255241721 -0.203726108530136 0.306490980875907 -0.213684184461314
0.08 0.299534123015804 -0.954085587957995 -0.072969716851241 -0.232425456252513 0.304204319715412 -0.243610698228832
0.09 0.297067045725242 -0.954856622925179 -0.0811879759191738 -0.260960876084566 0.301619562667285 -0.273298493008426
0.1 0.294315524553419 -0.955708309060273 -0.0890947473906313 -0.289310563906043 0.298739242586575 -0.302718477137146
0.11 0.291281527603498 -0.956637377315445 -0.0966593926557644 -0.317452289693374 0.295566181956447 -0.331841821385049
0.12 0.287967247523385 -0.957640258319274 -0.103852504462447 -0.345363370507768 0.292103490122375 -0.360639987205535
0.13 0.284375106145069 -0.958713095250597 -0.110646018417478 -0.373020649494058 0.288354560245236 -0.389084754700836
0.14 0.280507759302218 -0.959851757810157 -0.117013320981555 -0.400400481294143 0.284323065976279 -0.417148250275264
0.15 0.276368101760087 -0.961051857253045 -0.122929353567553 -0.427478724225456 0.280012957857245 -0.444802973949095
0.16 0.271959272188566 -0.962308762440967 -0.128370712339395 -0.454230739517998 0.275428459449149 -0.472021826306359
0.17 0.267284658106565 -0.963617616869294 -0.133315743297893 -0.480631397843477 0.270574063193531 -0.498778135050089
0.18 0.262347900723911 -0.964973356619631 -0.137744632230984 -0.506655093307381 0.265454526010219 -0.525045681139042
0.19 0.25715289960554 -0.966370729184438 -0.141639489099132 -0.532275765009849 0.260074864635934 -0.550798724480262
0.2 0.251703817082042 -0.967804313105872 -0.144984426422809 -0.557466926214471 0.254440350708285 -0.57601202915231
0.21 0.246005082330579 -0.969268538366703 -0.147765631238273 -0.582201701096119 0.248556505599985 -0.600660888134445
0.22 0.240061395050794 -0.970757707466836 -0.149971430190792 -0.606452868970169 0.242429095008354 -0.624721147517531
0.23 0.233877728661701 -0.97226601711468 -0.151592347341249 -0.630192915836525 0.236064123305389 -0.648169230172932
0.24 0.227459332947501 -0.973787580458427 -0.152621154273108 -0.653394093003364 0.229467827653966 -0.670982158856214
0.25 0.220811736082998 -0.975316449778231 -0.153052912102191 -0.676028482487996 0.222646671895917 -0.693137578723
0.26 0.213940745972634 -0.976846639556421 -0.152885005011846 -0.698068068826363 0.215607340217984 -0.714613779234938
0.27 0.206852450841154 -0.978372149839215 -0.15211716496096 -0.719484816859084 0.208356730601847 -0.735389715434279
0.28 0.199553219018561 -0.979886989800013 -0.150751487241967 -0.74025075500118 0.20090194806466 -0.755445028566263
0.29 0.192049697867221 -0.981385201411306 -0.148792436600469 -0.760338063445366 0.193250297696697 -0.77476006602906
0.3 0.184348811804763 -0.982860883129536 -0.146246843667289 -0.779719166695629 0.185409277502951 -0.793315900631754
0.31 0.176457759382691 -0.98430821349496 -0.143123891497466 -0.798366829779299 0.17738657105569 -0.811094349141471
0.32 0.168384009387355 -0.98572147454676 -0.139435092058712 -0.816254257442561 0.169190039965169 -0.828077990101493
0.33 0.160135295937094 -0.987095074952327 -0.13519425256383 -0.833355195596856 0.160827716175883 -0.844250180902892
0.34 0.15171961255683 -0.988423572748852 -0.130417431597143 -0.849644034252274 0.152307794095902 -0.859595074092956
0.35 0.143145205219172 -0.98970169759517 -0.125122885043696 -0.865095911149424 0.14363862256701 -0.87409763290442
0.36 0.134420564349058 -0.990924372432165 -0.119331001891307 -0.87968681528358 0.134828696683504 -0.8877436459903
0.37 0.125554415797102 -0.992086734451101 -0.11306423003894 -0.893393689504544 0.125886649467686 -0.900519741349871
0.38 0.116555710794966 -0.993184155270854 -0.106346992309667 -0.906194531372841 0.116821243410189 -0.912413399432163
0.39 0.107433614914305 -0.994212260227385 -0.0992055929321018 -0.918068491457692 0.107641361883437 -0.92341296540411
0.4 0.0981974960588523 -0.995166946681697 -0.0916681148198652 -0.92899596827478 0.0983560004366559 -0.933507660571366
0.41 0.0888569115272099 -0.996044401256212 -0.083764308043717 -0.93895869908213 0.0889742579809479 -0.942687592940551
0.42 0.0794215941915377 -0.996841115913702 -0.0755254699547063 -0.947939845780355 0.0795053278730925 -0.950943766912619
0.43 0.0699014378447296 -0.997553902797858 -0.0669843174783639 -0.955924075198845 0.0699584889067899 -0.958268092097827
0.44 0.0603064817756338 -0.998179907760042 -0.0581748521588393 -0.962897633092011 0.0603430962201869 -0.964653391243663
0.45 0.0506468946383934 -0.998716622502844 -0.0491322185873017 -0.968848411218958 0.0506685721285894 -0.970093407267985
0.46 0.0409329576879775 -0.999161895277694 -0.0398925569002099 -0.97376600693563 0.0409443968913483 -0.974582809390457
0.47 0.0311750474593774 -0.99951394008083 -0.0304928500795906 -0.977641774789918 0.0311800994219631 -0.97811719835629
0.48 0.021383617972712 -0.999771344299484 -0.0209707668286877 -0.980468869676926 0.0213852479505101 -0.980693110747156
